,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.017972230911254883,0.0006489683300816229,0.003731536865234375,0.00024047581033044262,0.1,2,0.01,scale,linear,"{'C': 0.1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'linear'}",-1.406915217010902,-1.2922714900863506,-1.329090976770898,-1.425238296495879,-1.3726541709371767,-1.365234030260241,0.049036199622822324,461
1,0.018822240829467773,0.0006708297498630698,0.0039060115814208984,0.0002973834227292687,0.1,2,0.01,scale,poly,"{'C': 0.1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'poly'}",-1.3643358107298582,-1.2804271187519867,-1.2952313468918835,-1.3999036318879816,-1.3502869618121036,-1.3380369740147626,0.04431792302620951,210
2,0.020787715911865234,0.0013704452898715416,0.006034374237060547,0.0003176392309749255,0.1,2,0.01,scale,rbf,"{'C': 0.1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf'}",-1.3851801457618516,-1.276720485167834,-1.307110262105917,-1.418665478732406,-1.3688757464309345,-1.3513104236397886,0.05198021794641256,249
3,0.027736186981201172,0.0005432505105686196,0.006072187423706054,0.00016578316190935734,0.1,2,0.01,scale,sigmoid,"{'C': 0.1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'sigmoid'}",-1.4398086458417392,-1.3112467310784552,-1.3613219030895864,-1.472622402325082,-1.4002213260825482,-1.3970442016834823,0.05690034234499059,855
4,0.016560745239257813,0.00037070080641642546,0.0034186840057373047,0.00015003164215189406,0.1,2,0.01,auto,linear,"{'C': 0.1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'linear'}",-1.406915217010902,-1.2922714900863506,-1.329090976770898,-1.425238296495879,-1.3726541709371767,-1.365234030260241,0.049036199622822324,461
5,0.01789689064025879,0.000576929610964664,0.0036171913146972657,0.0001599413476715212,0.1,2,0.01,auto,poly,"{'C': 0.1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'poly'}",-1.4463467509016366,-1.306386942364444,-1.3622088590308505,-1.4762266151564878,-1.3968438096886093,-1.3976025954284057,0.06021846372478112,859
6,0.019910669326782225,0.0007131102745925319,0.005822992324829102,0.00031891910778948825,0.1,2,0.01,auto,rbf,"{'C': 0.1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf'}",-1.4290976372441604,-1.299446787701183,-1.350841236437669,-1.4605196142259098,-1.398896623416757,-1.387760379805136,0.057077148956733346,756
7,0.023334789276123046,0.0006407024281658055,0.005179452896118164,0.00034491868093607537,0.1,2,0.01,auto,sigmoid,"{'C': 0.1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'sigmoid'}",-1.437293398793873,-1.3029791109942908,-1.3573514689873603,-1.469215648346514,-1.4018189743230376,-1.3937317202890152,0.05868629428671318,828
8,0.016802406311035155,0.0004589111777111544,0.0032072067260742188,3.580408890265108e-05,0.1,2,0.01,0.001,linear,"{'C': 0.1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.001, 'kernel': 'linear'}",-1.406915217010902,-1.2922714900863506,-1.329090976770898,-1.425238296495879,-1.3726541709371767,-1.365234030260241,0.049036199622822324,461
9,0.017006874084472656,0.0007823047151770221,0.0034795284271240236,7.912557699703766e-05,0.1,2,0.01,0.001,poly,"{'C': 0.1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.001, 'kernel': 'poly'}",-1.4527188327518221,-1.3106486029405484,-1.3679905471105522,-1.4828762626323797,-1.398908565276275,-1.4026285621423156,0.06102896361640005,946
10,0.01941823959350586,0.0019657937938375174,0.0057027339935302734,0.000449167087375889,0.1,2,0.01,0.001,rbf,"{'C': 0.1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.001, 'kernel': 'rbf'}",-1.4522871966221893,-1.3103493608960886,-1.3675777224331909,-1.4824100051171685,-1.3988008263193261,-1.4022850222775927,0.06097398204455595,925
11,0.02142343521118164,0.00015541626288948383,0.004289817810058594,0.00023523964645626237,0.1,2,0.01,0.001,sigmoid,"{'C': 0.1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.001, 'kernel': 'sigmoid'}",-1.4525024604395351,-1.3104977813945868,-1.3677830581538042,-1.482642933365019,-1.3988542569043343,-1.402456098051456,0.06100178997970748,933
